name;			Number;	Photo.link;		Type 1;	Type 2;	Ability 1;	Ability 2;	Hidden Ability;	Catch Rate;	Egg Group1;	Egg Group2;	Hp;	Atk;	Def;	Spatk;	Spdef;	Speed
Pangoro;		675;	;				Fighting;Dark;	Iron Fist;	Mold Breaker;Scrappy;		65;			Field;		Human-Like;	95;124;78;69;71;58
Furfrou;		676;	;				Normal;	;		Fur Coat;	;			;				160;		Field;		;			75;80;60;65;90;102
Espurr;			677;	;				Psychic;;		Keen Eye;	Infiltrator;Own Tempo;		190;		Field;		;			62;48;54;63;60;68
Meowstic;		678;	;				Psychic;;		Keen Eye;	Infiltrator;Prankster;		75;			Field;		;			74;48;76;83;81;104
Honedge;		679;	;				Steel;	Ghost;	No Guard;	;			;				180;		Mineral;	;			45;80;100;35;37;28
Doublade;		680;	;				Steel;	Ghost;	No Guard;	;			;				90;			Mineral;	;			59;110;150;45;49;35
Aegislash;		681;	;				Steel;	Ghost;	Stance Change;;			;				45;			Mineral;	;			60;50;150;50;150;60
Spritzee;		682;	;				Fairy;	;		Healer;		;			Aroma Veil;		200;		Fairy;		;			78;52;60;63;65;23
Aromatisse;		683;	;				Fairy;	;		Healer;		;			Aroma Veil;		140;		Fairy;		;			101;72;72;99;89;29
Swirlix;		684;	;				Fairy;	;		Sweet Veil;	;			Unburden;		200;		Fairy;		;			62;48;66;59;57;49
Slurpuff;		685;	;				Fairy;	;		Sweet Veil;	;			Unburden;		140;		Fairy;		;			82;80;86;85;75;72
Inkay;			686;	;				Dark;	Psychic;Contrary;	Suction Cups;Infiltrator;	190;		Water 1;	Water 2;	53;54;53;37;46;45
Malamar;		687;	;				Dark;	Psychic;Contrary;	Suction Cups;Infiltrator;	80;			Water 1;	Water 2;	86;92;88;68;75;73
Binacle;		688;	;				Rock;	Water;	Sniper;		Tough Claws;Pickpocket;		120;		Water 3;	;			42;52;67;39;56;50
Barbaracle;		689;	;				Rock;	Water;	Sniper;		Tough Claws;Pickpocket;		45;			Water 3;	;			72;105;115;54;86;68
Skrelp;			690;	;				Poison;	Water;	Poison Point;Poison Touch;Adaptability;	225;		Water 1;	Dragon;		50;60;60;60;60;30
Dragalge;		691;	;				Poison;	Dragon;	Poison Point;Poison Touch;Adaptability;	55;			Water 1;	Dragon;		65;75;90;97;123;44
Clauncher;		692;	;				Water;	;		Mega Launcher;;			;				225;		Water 1;	Water 3;	50;53;62;58;63;44
Clawitzer;		693;	;				Water;	;		Mega Launcher;;			;				55;			Water 1;	Water 3;	71;73;88;120;89;59
Helioptile;		694;	;				Electric;Normal;Dry Skin;	Sand Veil;	Solar Power;	190;		Monster;	Dragon;		44;38;33;61;43;70
Heliolisk;		695;	;				Electric;Normal;Dry Skin;	Sand Veil;	Solar Power;	75;			Monster;	Dragon;		62;55;52;109;94;109
Tyrunt;			696;	;				Rock;	Dragon;	Strong Jaw;	;			Sturdy;			45;			Monster;	Dragon;		58;89;77;45;45;48
Tyrantrum;		697;	;				Rock;	Dragon;	Strong Jaw;	;			Rock Head;		45;			Monster;	Dragon;		82;121;119;69;59;71
Amaura;			698;	;				Rock;	Ice;	Refrigerate;;			Snow Warning;	45;			Monster;	;			77;59;50;67;63;46
Aurorus;		699;	;				Rock;	Ice;	Refrigerate;;			Snow Warning;	45;			Monster;	;			123;77;72;99;92;58
Sylveon;		700;	;				Fairy;	;		Cute Charm;	;			Pixilate;		45;			Field;		;			95;65;65;110;130;60
Hawlucha;		701;	;				Fighting;Flying;Limber;		Unburden;	Mold Breaker;	100;		Human-Like;	;			78;92;75;74;63;118
Dedenne;		702;	;				Electric;Fairy;	Cheek Pouch;Pickup;		Plus;			180;		Field;		Fairy;		67;58;57;81;67;101
Carbink;		703;	;				Rock;	Fairy;	Clear Body;	;			Sturdy;			60;			Fairy;		Mineral;	50;50;150;50;150;50
Goomy;			704;	;				Dragon;	;		Sap Sipper;	Hydration;	Gooey;			45;			Dragon;		;			45;50;35;55;75;40
Sliggoo;		705;	;				Dragon;	;		Sap Sipper;	Hydration;	Gooey;			45;			Dragon;		;			68;75;53;83;113;60
Goodra;			706;	;				Dragon;	;		Sap Sipper;	Hydration;	Gooey;			45;			Dragon;		;			90;100;70;110;150;80
Klefki;			707;	;				Steel;	Fairy;	Prankster;	;			Magician;		75;			Mineral;	;			57;80;91;80;87;75
Phantump;		708;	;				Ghost;	Grass;	Natural Cure;Frisk;		Harvest;		120;		Grass;		Amorphous;	43;70;48;50;60;38
Trevenant;		709;	;				Ghost;	Grass;	Natural Cure;Frisk;		Harvest;		60;			Grass;		Amorphous;	85;110;76;65;82;56
Pumpkaboo;		710;	;				Ghost;	Grass;	Pickup;		Frisk;		Insomnia;		120;		Amorphous;	;			44;66;70;44;55;56
Gourgeist;		711;	;				Ghost;	Grass;	Pickup;		Frisk;		Insomnia;		60;			Amorphous;	;			55;85;122;58;75;99
Bergmite;		712;	;				Ice;	;		Own Tempo;	Ice Body;	Sturdy;			190;		Monster;	;			55;69;85;32;35;28
Avalugg;		713;	;				Ice;	;		Own Tempo;	Ice Body;	Sturdy;			55;			Monster;	;			95;117;184;44;46;28
Noibat;			714;	;				Flying;	Dragon;	Frisk;		Infiltrator;Telepathy;		190;		Flying;		;			40;30;35;45;40;55
Noivern;		715;	;				Flying;	Dragon;	Frisk;		Infiltrator;Telepathy;		45;			Flying;		;			85;70;80;97;80;123
Xerneas;		716;	;				Fairy;	;		Fairy Aura;	;			;				45;			Undiscovered;;			126;131;95;131;98;99
Yveltal;		717;	;				Dark;	Flying;	Dark Aura;	;			;				45;			Undiscovered;;			126;131;95;131;98;99
Zygarde;		718;	;				Dragon;	Ground;	Aura Break;	Power Construct;;			3;			Undiscovered;;			108;100;121;81;95;95
Diancie;		719;	;				Rock;	Fairy;	Clear Body;	;			;				3;			Undiscovered;;			50;100;150;100;150;50
Hoopa;			720;	;				Psychic;Ghost;	Magician;	;			;				3;			Undiscovered;;			80;110;60;150;130;70
Volcanion;		721;	;				Fire;	Water;	Water Absorb;;			;				3;			Undiscovered;;			80;110;120;130;90;70
Rowlet;			722;	;				Grass;	Flying;	Overgrow;	;			Long Reach;		45;			Flying;		;			68;55;55;50;50;42
Dartrix;		723;	;				Grass;	Flying;	Overgrow;	;			Long Reach;		45;			Flying;		;			78;75;75;70;70;52
Decidueye;		724;	;				Grass;	Ghost;	Overgrow;	;			Long Reach;		45;			Flying;		;			78;107;75;100;100;70
Litten;			725;	;				Fire;	;		Blaze;		;			Intimidate;		45;			Field;		;			45;65;40;60;40;70
Torracat;		726;	;				Fire;	;		Blaze;		;			Intimidate;		45;			Field;		;			65;85;50;80;50;90
Incineroar;		727;	;				Fire;	Dark;	Blaze;		;			Intimidate;		45;			Field;		;			95;115;90;80;90;60
Popplio;		728;	;				Water;	;		Torrent;	;			Liquid Voice;	45;			Water 1;	Field;		50;54;54;66;56;40
Brionne;		729;	;				Water;	;		Torrent;	;			Liquid Voice;	45;			Water 1;	Field;		60;69;69;91;81;50
Primarina;		730;	;				Water;	Fairy;	Torrent;	;			Liquid Voice;	45;			Water 1;	Field;		80;74;74;126;116;60
Pikipek;		731;	;				Normal;	Flying;	Keen Eye;	Skill Link;	Pickup;			255;		Flying;		;			35;75;30;30;30;65
Trumbeak;		732;	;				Normal;	Flying;	Keen Eye;	Skill Link;	Pickup;			120;		Flying;		;			55;85;50;40;50;75
Toucannon;		733;	;				Normal;	Flying;	Keen Eye;	Skill Link;	Sheer Force;	45;			Flying;		;			80;120;75;75;75;60
Yungoos;		734;	;				Normal;	;		Stakeout;	Strong Jaw;	Adaptability;	255;		Field;		;			48;70;30;30;30;45
Gumshoos;		735;	;				Normal;	;		Stakeout;	Strong Jaw;	Adaptability;	127;		Field;		;			88;110;60;55;60;45
Grubbin;		736;	;				Bug;	;		Swarm;		;			;				255;		Bug;		;			47;62;45;55;45;46
Charjabug;		737;	;				Bug;	Electric;Battery;	;			;				120;		Bug;		;			57;82;95;55;75;36
Vikavolt;		738;	;				Bug;	Electric;Levitate;	;			;				45;			Bug;		;			77;70;90;145;75;43
Crabrawler;		739;	;				Fighting;;		Hyper Cutter;Iron Fist;	Anger Point;	225;		Water 3;	;			47;82;57;42;47;63
Crabominable;	740;	;				Fighting;Ice;	Hyper Cutter;Iron Fist;	Anger Point;	60;			Water 3;	;			97;132;77;62;67;43
Oricorio;		741;	;				Grass;	Flying;	Dancer;		;			;				45;			Flying;		;			75;70;70;98;70;93
Cutiefly;		742;	;				Bug;	Fairy;	Honey Gather;Shield Dust;Sweet Veil;	190;		Bug;		Fairy;		40;45;40;55;40;84
Ribombee;		743;	;				Bug;	Fairy;	Honey Gather;Shield Dust;Sweet Veil;	75;			Bug;		Fairy;		60;55;60;95;70;124
Rockruff;		744;	;				Rock;	;		Keen Eye;	Vital Spirit;Steadfast;		190;		Field;		;			45;65;40;30;40;60
Lycanroc;		745;	;				Rock;	;		Keen Eye;	Vital Spirit;Steadfast;		90;			Field;		;			75;115;65;55;65;112
Wishiwashi;		746;	;				Water;	;		Schooling;	;			;				60;			Water 2;	;			45;20;20;25;25;40
Mareanie;		747;	;				Poison;	Water;	Merciless;	Limber;		Regenerator;	190;		Water 1;	;			50;53;62;43;52;45
Toxapex;		748;	;				Poison;	Water;	Merciless;	Limber;		Regenerator;	75;			Water 1;	;			50;63;152;53;142;35
Mudbray;		749;	;				Ground;	;		Own Tempo;	Stamina;	Inner Focus;	190;		Field;		;			70;100;70;45;55;45
Mudsdale;		750;	;				Ground;	;		Own Tempo;	Stamina;	Inner Focus;	60;			Field;		;			100;125;100;55;85;35
Dewpider;		751;	;				Water;	Bug;	Water Bubble;;			Water Absorb;	200;		Water 1;	Bug;		38;40;52;40;72;27
Araquanid;		752;	;				Water;	Bug;	Water Bubble;;			Water Absorb;	100;		Water 1;	Bug;		68;70;92;50;132;42
Fomantis;		753;	;				Grass;	;		Leaf Guard;	;			Contrary;		190;		Grass;		;			40;55;35;50;35;35
Lurantis;		754;	;				Grass;	;		Leaf Guard;	;			Contrary;		75;			Grass;		;			70;105;90;80;90;45
Morelull;		755;	;				Grass;	Fairy;	Illuminate;	Effect Spore;Rain Dish;		190;		Grass;		;			40;35;55;65;75;15
Shiinotic;		756;	;				Grass;	Fairy;	Illuminate;	Effect Spore;Rain Dish;		75;			Grass;		;			60;45;80;90;100;30
Salandit;		757;	;				Poison;	Fire;	Corrosion;	;			Oblivious;		120;		Monster;	Dragon;		48;44;40;71;40;77
Salazzle;		758;	;				Poison;	Fire;	Corrosion;	;			Oblivious;		45;			Monster;	Dragon;		68;64;60;111;60;117
Stufful;		759;	;				Normal;	Fighting;Fluffy;	Klutz;		Cute Charm;		140;		Field;		;			70;75;50;45;50;50
Bewear;			760;	;				Normal;	Fighting;Fluffy;	Klutz;		Unnerve;		70;			Field;		;			120;125;80;55;60;60
Bounsweet;		761;	;				Grass;	;		Leaf Guard;	Oblivious;	Sweet Veil;		235;		Grass;		;			42;30;38;30;38;32
Steenee;		762;	;				Grass;	;		Leaf Guard;	Oblivious;	Sweet Veil;		120;		Grass;		;			52;40;48;40;48;62
Tsareena;		763;	;				Grass;	;		Leaf Guard;	Queenly Majesty;Sweet Veil;	45;			Grass;		;			72;120;98;50;98;72
Comfey;			764;	;				Fairy;	;		Flower Veil;Triage;		Natural Cure;	60;			Grass;		;			51;52;90;82;110;100
Oranguru;		765;	;				Normal;	Psychic;Inner Focus;Telepathy;	Symbiosis;		45;			Field;		;			90;60;80;90;110;60
Passimian;		766;	;				Fighting;;		Receiver;	;			Defiant;		45;			Field;		;			100;120;90;40;60;80
Wimpod;			767;	;				Bug;	Water;	Wimp Out;	;			;				90;			Bug;		Water 3;	25;35;40;20;30;80
Golisopod;		768;	;				Bug;	Water;	Emergency Exit;;		;				45;			Bug;		Water 3;	75;125;140;60;90;40
Sandygast;		769;	;				Ghost;	Ground;	Water Compaction;;		Sand Veil;		140;		Amorphous;	;			55;55;80;70;45;15
Palossand;		770;	;				Ghost;	Ground;	Water Compaction;;		Sand Veil;		60;			Amorphous;	;			85;75;110;100;75;35
Pyukumuku;		771;	;				Water;	;		Innards Out;;			Unaware;		60;			Water 1;	;			55;60;130;30;130;5
Type: Null;		772;	;				Normal;	;		Battle Armor;;			;				3;			Undiscovered;;			95;95;95;95;95;59
Silvally;		773;	;				Normal;	;		Rks System;	;			;				3;			Undiscovered;;			95;95;95;95;95;95
Minior;			774;	;				Rock;	Flying;	Shields Down;;			;				30;			Mineral;	;			60;60;100;60;100;60
Komala;			775;	;				Normal;	;		Comatose;	;			;				45;			Field;		;			65;115;65;75;95;65
Turtonator;		776;	;				Fire;	Dragon;	Shell Armor;;			;				70;			Monster;	Dragon;		60;78;135;91;85;36
Togedemaru;		777;	;				Electric;Steel;	Iron Barbs;	Lightning Rod;Sturdy;		180;		Field;		Fairy;		65;98;63;40;73;96
Mimikyu;		778;	;				Ghost;	Fairy;	Disguise;	;			;				45;			Amorphous;	;			55;90;80;50;105;96
Bruxish;		779;	;				Water;	Psychic;Dazzling;	Strong Jaw;	Wonder Skin;	80;			Water 2;	;			68;105;70;70;70;92
Drampa;			780;	;				Normal;	Dragon;	Berserk;	Sap Sipper;	Cloud Nine;		70;			Monster;	Dragon;		78;60;85;135;91;36
Dhelmise;		781;	;				Ghost;	Grass;	Steelworker;;			;				25;			Mineral;	;			70;131;100;86;90;40
Jangmo-o;		782;	;				Dragon;	;		Bulletproof;Soundproof;	Overcoat;		45;			Dragon;		;			45;55;65;45;45;45
Hakamo-o;		783;	;				Dragon;	Fighting;Bulletproof;Soundproof;Overcoat;		45;			Dragon;		;			55;75;90;65;70;65
Kommo-o;		784;	;				Dragon;	Fighting;Bulletproof;Soundproof;Overcoat;		45;			Dragon;		;			75;110;125;100;105;85
Tapu Koko;		785;	;				Electric;Fairy;	Electric Surge;;		Telepathy;		3;			Undiscovered;;			70;115;85;95;75;130
Tapu Lele;		786;	;				Psychic;Fairy;	Psychic Surge;;			Telepathy;		3;			Undiscovered;;			70;85;75;130;115;95
Tapu Bulu;		787;	;				Grass;	Fairy;	Grassy Surge;;			Telepathy;		3;			Undiscovered;;			70;130;115;85;95;75
Tapu Fini;		788;	;				Water;	Fairy;	Misty Surge;;			Telepathy;		3;			Undiscovered;;			70;75;115;95;130;85
Cosmog;			789;	;				Psychic;;		Unaware;	;			;				45;			Undiscovered;;			43;29;31;29;31;37
Cosmoem;		790;	;				Psychic;;		Sturdy;		;			;				45;			Undiscovered;;			43;29;131;29;131;37
Solgaleo;		791;	;				Psychic;Steel;	Full Metal Body;;		;				45;			Undiscovered;;			137;137;107;113;89;97
Lunala;			792;	;				Psychic;Ghost;	Shadow Shield;;			;				45;			Undiscovered;;			137;113;89;137;107;97
Nihilego;		793;	;				Rock;	Poison;	Beast Boost;;			;				45;			Undiscovered;;			109;53;47;127;131;103
Buzzwole;		794;	;				Bug;	Fighting;Beast Boost;;			;				45;			Undiscovered;;			107;139;139;53;53;79
Pheromosa;		795;	;				Bug;	Fighting;Beast Boost;;			;				45;			Undiscovered;;			71;137;37;137;37;151
Xurkitree;		796;	;				Electric;;		Beast Boost;;			;				45;			Undiscovered;;			83;89;71;173;71;83
Celesteela;		797;	;				Steel;	Flying;	Beast Boost;;			;				45;			Undiscovered;;			97;101;103;107;101;61
Kartana;		798;	;				Grass;	Steel;	Beast Boost;;			;				45;			Undiscovered;;			59;181;131;59;31;109
Guzzlord;		799;	;				Dark;	Dragon;	Beast Boost;;			;				45;			Undiscovered;;			223;101;53;97;53;43
Necrozma;		800;	;				Psychic;;		Prism Armor;;			;				255;		Undiscovered;;			97;107;101;127;89;79
Magearna;		801;	;				Steel;	Fairy;	Soul-Heart;	;			;				3;			Undiscovered;;			80;95;115;130;115;65
Marshadow;		802;	;				Fighting;Ghost;	Technician;	;			;				3;			Undiscovered;;			90;125;80;90;90;125
Poipole;		803;	;				Posion;	;		Beast Boost;;			;				45;			Undiscovered;;			67;73;67;73;67;73
Naganadel;		804;	;				Posion;	Dragon;	Beast Boost;;			;				45;			Undiscovered;;			73;73;73;127;73;121
Stakataka;		805;	;				Rock;	Steel;	Beast Boost;;			;				30;			Undiscovered;;			61;131;211;53;101;13
Blacephalon;	806;	;				Fire;	Ghost;	Beast Boost;;			;				30;			Undiscovered;;			53;127;53;151;79;107
Zeraora;		807;	;				Electric;;		Volt Absorb;;			;				3;			Undiscovered;;			88;112;75;102;80;143
Meltan;			808;	;				Steel;	;		Magnet Pull;;			;				3;			Undiscovered;;			46;65;65;55;35;34
Melmetal;		809;	;				Steel;	;		Iron Fist;	;			;				3;			Undiscovered;;			135;143;143;80;65;34
Grookey;		810;	;				Grass;	;		Overgrow;	;			Grassy Surge;	45;			Field;		Grass;		50;65;50;40;40;65
Thwackey;		811;	;				Grass;	;		Overgrow;	;			Grassy Surge;	45;			Field;		Grass;		70;85;70;55;60;80
Rillaboom;		812;	;				Grass;	;		Overgrow;	;			Grassy Surge;	45;			Field;		Grass;		100;125;90;60;70;85
Scorbunny;		813;	;				Fire;	;		Blaze;		;			Libero;			45;			Field;		Human-Like;	50;71;40;40;40;69
Raboot;			814;	;				Fire;	;		Blaze;		;			Libero;			45;			Field;		Human-Like;	65;86;60;55;60;94
Cinderace;		815;	;				Fire;	;		Blaze;		;			Libero;			45;			Field;		Human-Like;	80;116;75;65;75;119
Sobble;			816;	;				Water;	;		Torrent;	;			Sniper;			45;			Water 1;	Field;		50;40;40;70;40;70
Drizzile;		817;	;				Water;	;		Torrent;	;			Sniper;			45;			Water 1;	Field;		65;60;55;95;55;90
Inteleon;		818;	;				Water;	;		Torrent;	;			Sniper;			45;			Water 1;	Field;		70;85;65;125;65;120
Skwovet;		819;	;				Normal;	;		Cheek Pouch;;			Gluttony;		255;		Field;		;			70;55;55;35;35;25
Greedent;		820;	;				Normal;	;		Cheek Pouch;;			Gluttony;		90;			Field;		;			120;95;95;55;75;20
Rookidee;		821;	;				Flying;	;		Keen Eye;	Unnerve;	Big Pecks;		255;		Flying;		;			38;47;35;33;35;57
Corvisquire;	822;	;				Flying;	;		Keen Eye;	Unnerve;	Big Pecks;		120;		Flying;		;			68;67;55;43;55;77
Corviknight;	823;	;				Flying;	Steel;	Keen Eye;	Unnerve;	Big Pecks;		45;			Flying;		;			98;87;105;53;85;67
Blipbug;		824;	;				Bug;	;		Swarm;		Compound Eyes;Telepathy;	255;		Bug;		;			25;20;20;25;45;45
Dottler;		825;	;				Bug;	Psychic;Swarm;		Compound Eyes;Telepathy;	120;		Bug;		;			50;35;80;50;90;30
Orbeetle;		826;	;				Bug;	Psychic;Swarm;		Frisk;		Telepathy;		45;			Bug;		;			60;45;110;80;120;90
Nickit;			827;	;				Dark;	;		Run Away;	Unburden;	Stakeout;		255;		Field;		;			40;28;28;47;52;50
Thievul;		828;	;				Dark;	;		Run Away;	Unburden;	Stakeout;		127;		Field;		;			70;58;58;87;92;90
Gossifleur;		829;	;				Grass;	;		Cotton Down;Regenerator;Effect Spore;	190;		Grass;		;			40;40;60;40;60;10
Eldegoss;		830;	;				Grass;	;		Cotton Down;Regenerator;Effect Spore;	75;			Grass;		;			60;50;90;80;120;60
Wooloo;			831;	;				Normal;	;		Fluffy;		Run Away;	Bulletproof;	255;		Field;		;			42;40;55;40;45;48
Dubwool;		832;	;				Normal;	;		Fluffy;		Steadfast;	Bulletproof;	127;		Field;		;			72;80;100;60;90;88
Chewtle;		833;	;				Water;	;		Strong Jaw;	Shell Armor;Swift Swim;		255;		Monster;	Water 1;	50;64;50;38;38;44
Drednaw;		834;	;				Water;	Rock;	Strong Jaw;	Shell Armor;Swift Swim;		75;			Monster;	Water 1;	90;115;90;48;68;74
Yamper;			835;	;				Electric;;		Ball Fetch;	;			Rattled;		255;		Field;		;			59;45;50;40;50;26
Boltund;		836;	;				Electric;;		Strong Jaw;	;			Competitive;	45;			Field;		;			69;90;60;90;60;121
Rolycoly;		837;	;				Rock;	;		Steam Engine;Heatproof;	Flash Fire;		255;		Mineral;	;			30;40;50;40;50;30
Carkol;			838;	;				Rock;	Fire;	Steam Engine;Flame Body;Flash Fire;		120;		Mineral;	;			80;60;90;60;70;50
Coalossal;		839;	;				Rock;	Fire;	Steam Engine;Flame Body;Flash Fire;		45;			Mineral;	;			110;80;120;80;90;30
Applin;			840;	;				Grass;	Dragon;	Ripen;		Gluttony;	Bulletproof;	255;		Grass;		Dragon;		40;40;80;40;40;20
Flapple;		841;	;				Grass;	Dragon;	Ripen;		Gluttony;	Hustle;			45;			Grass;		Dragon;		70;110;80;95;60;70
Appletun;		842;	;				Grass;	Dragon;	Ripen;		Gluttony;	Thick Fat;		45;			Grass;		Dragon;		110;85;80;100;80;30
Silicobra;		843;	;				Ground;	;		Sand Spit;	Shed Skin;	Sand Veil;		255;		Field;		Dragon;		52;57;75;35;50;46
Sandaconda;		844;	;				Ground;	;		Sand Spit;	Shed Skin;	Sand Veil;		120;		Field;		Dragon;		72;107;125;65;70;71
Cramorant;		845;	;				Flying;	Water;	Gulp Missile;;			;				45;			Water 1;	Flying;		70;85;55;85;95;85
Arrokuda;		846;	;				Water;	;		Swift Swim;	;			Propeller Tail;	255;		Water 2;	;			41;63;40;40;30;66
Barraskewda;	847;	;				Water;	;		Swift Swim;	;			Propeller Tail;	60;			Water 2;	;			61;123;60;60;50;136
Toxel;			848;	;				Electric;Poison;Rattled;	Static;		Klutz;			75;			Undiscovered;;			40;38;35;54;35;40
Toxtricity;		849;	;				Electric;Poison;Punk Rock;	Plus / Minus;Technician;	45;			Human-Like;	;			75;98;70;114;70;75
Sizzlipede;		850;	;				Fire;	Bug;	Flash Fire;	White Smoke;Flame Body;		190;		Bug;		;			50;65;45;50;50;45
Centiskorch;	851;	;				Fire;	Bug;	Flash Fire;	White Smoke;Flame Body;		75;			Bug;		;			100;115;65;90;90;65
Clobbopus;		852;	;				Fighting;;		Limber;		;			Technician;		180;		Water 1;	Human-Like;	50;68;60;50;50;32
Grapploct;		853;	;				Fighting;;		Limber;		;			Technician;		45;			Water 1;	Human-Like;	80;118;90;70;80;42
Sinistea;		854;	;				Ghost;	;		Weak Armor;	;			Cursed Body;	120;		Mineral;	Amorphous;	40;45;45;74;54;50
Polteageist;	855;	;				Ghost;	;		Weak Armor;	;			Cursed Body;	60;			Mineral;	Amorphous;	60;65;65;134;114;70
Hatenna;		856;	;				Psychic;;		Healer;		Anticipation;Magic Bounce;	235;		Fairy;		;			42;30;45;56;53;39
Hattrem;		857;	;				Psychic;;		Healer;		Anticipation;Magic Bounce;	120;		Fairy;		;			57;40;65;86;73;49
Hatterene;		858;	;				Psychic;Fairy;	Healer;		Anticipation;Magic Bounce;	45;			Fairy;		;			57;90;95;136;103;29
Impidimp;		859;	;				Dark;	Fairy;	Prankster;	Frisk;		Pickpocket;		255;		Fairy;		Human-Like;	45;45;30;55;40;50
Morgrem;		860;	;				Dark;	Fairy;	Prankster;	Frisk;		Pickpocket;		120;		Fairy;		Human-Like;	65;60;45;75;55;70
Grimmsnarl;		861;	;				Dark;	Fairy;	Prankster;	Frisk;		Pickpocket;		45;			Fairy;		Human-Like;	95;120;65;95;75;60
Obstagoon;		862;	;				Dark;	Normal;	Reckless;	Guts;		Defiant;		45;			Field;		;			93;90;101;60;81;95
Perrserker;		863;	;				Steel;	;		Battle Armor;Tough Claws;Steely Spirit;	90;			Field;		;			70;110;100;50;60;50
Cursola;		864;	;				Ghost;	;		Weak Armor;	;			Perish Body;	30;			Water 1;	Water 3;	60;95;50;145;130;30
Sirfetch'd;		865;	;				Fighting;;		Steadfast;	;			Scrappy;		45;			Flying;		Field;		62;135;95;68;82;65
Mr. Rime;		866;	;				Ice;	Psychic;Tangled Feet;Screen Cleaner;Ice Body;	45;			Human-Like;	;			80;85;75;110;100;70
Runerigus;		867;	;				Ground;	Ghost;	Wandering Spirit;;		;				90;			Mineral;	Amorphous;	58;95;145;50;105;30
Milcery;		868;	;				Fairy;	;		Sweet Veil;	;			Aroma Veil;		200;		Fairy;		Amorphous;	45;40;40;50;61;34
Alcremie;		869;	;				Fairy;	;		Sweet Veil;	;			Aroma Veil;		100;		Fairy;		Amorphous;	65;60;75;110;121;64
Falinks;		870;	;				Fighting;;		Battle Armor;;			Defiant;		45;			Fairy;		Mineral;	65;100;100;70;60;75
Pincurchin;		871;	;				Electric;;		Lightning Rod;;			Electric Surge;	75;			Water 1;	Amorphous;	48;101;95;91;85;15
Snom;			872;	;				Ice;	Bug;	Shield Dust;;			Ice Scales;		190;		Bug;		;			30;25;35;45;30;20
Frosmoth;		873;	;				Ice;	Bug;	Shield Dust;;			Ice Scales;		75;			Bug;		;			70;65;60;125;90;65
Stonjourner;	874;	;				Rock;	;		Power Spot;	;			;				60;			Mineral;	;			100;125;135;20;20;70
Eiscue;			875;	;				Ice;	;		Ice Face;	;			;				60;			Water 1;	Field;		75;80;110;65;90;50
Indeedee;		876;	;				Psychic;Normal;	Inner Focus / Own Tempo;Synchronize;Psychic Surge;30;Fairy;		;			60;65;55;105;95;95
Morpeko;		877;	;				Electric;Dark;	Hunger Switch;;			;				180;		Field;		Fairy;		58;95;58;70;58;97
Cufant;			878;	;				Steel;	;		Sheer Force;;			Heavy Metal;	190;		Field;		Mineral;	72;80;49;40;49;40
Copperajah;		879;	;				Steel;	;		Sheer Force;;			Heavy Metal;	90;			Field;		Mineral;	122;130;69;80;69;30
Dracozolt;		880;	;				Electric;Dragon;Volt Absorb;Hustle;		Sand Rush;		45;			Undiscovered;;			90;100;90;80;70;75
Arctozolt;		881;	;				Electric;Ice;	Volt Absorb;Static;		Slush Rush;		45;			Undiscovered;;			90;100;90;90;80;55
Dracovish;		882;	;				Water;	Dragon;	Water Absorb;Strong Jaw;Sand Rush;		45;			Undiscovered;;			90;90;100;70;80;75
Arctovish;		883;	;				Water;	Ice;	Water Absorb;Ice Body;	Slush Rush;		45;			Undiscovered;;			90;90;100;80;90;55
Duraludon;		884;	;				Steel;	Dragon;	Light Metal;Heavy Metal;Stalwart;		45;			Mineral;	Dragon;		70;95;115;120;50;85
Dreepy;			885;	;				Dragon;	Ghost;	Clear Body;	Infiltrator;Cursed Body;	45;			Amorphous;	Dragon;		28;60;30;40;30;82
Drakloak;		886;	;				Dragon;	Ghost;	Clear Body;	Infiltrator;Cursed Body;	45;			Amorphous;	Dragon;		68;80;50;60;50;102
Dragapult;		887;	;				Dragon;	Ghost;	Clear Body;	Infiltrator;Cursed Body;	45;			Amorphous;	Dragon;		88;120;75;10;75;142
Zacian;			888;	;				Fairy;	;		Intrepid Sword;;		;				10;			Undiscovered;;			92;130;115;80;115;138
Zamazenta;		889;	;				Fighting;;		Dauntless Shield;;		;				10;			Undiscovered;;			92;130;115;80;115;138
Eternatus;		890;	;				Poison;	Dragon;	Pressure;	;			;				255;		Undiscovered;;			140;85;95;145;95;130
